정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
경인방송,37003,109,286,109,286,0,13
경인방송,37004,35,246,35,246,0,9
경인산업,39688,856,1742,856,1742,0,86
경인아라뱃길여객터미널,42869,263,6,263,6,0,8
경인여대,41277,10207,15478,10207,15478,0,856
경인여대,41278,5456,6753,5456,6753,0,406
경인특장,42547,321,2,321,2,0,10
경인항다목적부두,89151,225,4,225,4,0,7
경인항다목적부두,89152,3,246,3,246,0,8
경전말,43934,7,2,7,2,0,0
경제자유구역청,38514,2513,3077,2513,3077,0,186
경제자유구역청,38515,3313,4434,3312,4434,1,258
경진브로아,39042,1029,1192,1029,1192,0,74
경흥빌라,43372,583,5,573,5,10,19
경흥빌라,43616,15,303,15,303,0,10
경희유치원앞,39991,110,519,110,519,0,20
경희유치원앞,39992,125,81,125,81,0,6
계량소,40195,1991,256,1972,256,19,74
계룡리슈빌,55225,4269,971,4269,971,0,174
계산공고,41167,3045,4038,3041,4038,4,236
계산공고,41170,4807,7182,4807,7182,0,399
계산공고앞,41169,2911,2250,2911,2250,0,172
계산국민체육센터,41276,2035,3206,2030,3206,5,174
계산국민체육센터,41613,2614,2548,2613,2548,1,172
계산동수협,41533,3555,4064,3555,4064,0,253
계산동아아파트,41231,309,3,309,3,0,10
계산동우체국,41427,8612,3902,8612,3902,0,417
계산삼거리,41196,356,255,356,255,0,20
계산삼거리(신도브래뉴),41199,10547,9301,10547,9301,0,661
계산삼거리(신도브래뉴),41201,4322,8219,4322,8219,0,418
계산시장,41176,3784,4385,3784,4385,0,272
계산여고,41576,751,1813,751,1813,0,85
계산여자고등학교,41224,823,1441,823,1441,0,75
계산역,41247,6439,4996,6436,4996,3,381
계산역,41371,14146,5986,14146,5986,0,671
계산역,41426,31651,21752,31651,21752,0,1780
계산역,41431,23538,31952,23538,31952,0,1849
계산우체국,41430,10396,12732,10396,12732,0,770
계산주공아파트,41423,12044,13280,12042,13280,2,844
계산중학교,41577,157,33,157,33,0,6
계양1동주민자치센터,41476,6910,1622,6910,1622,0,284
계양1동주민자치센터,41520,699,7216,699,7216,0,263
계양3동행정복지센터,41525,832,1179,832,1179,0,67
계양3동행정복지센터,41526,1104,700,1104,700,0,60
계양CGV,41140,3877,3602,3877,3602,0,249
계양경찰서,41184,9567,8697,9567,8697,0,608
계양경찰서,41185,6223,9171,6223,9171,0,513
계양경찰서,41195,19035,4719,19008,4719,27,791
계양경찰서·계양구청,41194,4247,15710,4246,15710,1,665
계양구의회,41123,5307,5027,5307,5027,0,344
계양구의회,41124,5477,5523,5477,5523,0,366
계양구청,41177,4396,4078,4396,4078,0,282
계양구청,41180,7177,10031,7177,10031,0,573
계양구청,41188,3432,1637,3432,1637,0,168
계양구청,41197,13,2429,13,2429,0,81
계양구청앞,41204,8048,4399,8038,4399,10,414
계양도서관,41251,5462,8691,5458,8691,4,471
계양문화회관,41248,1770,1051,1770,1051,0,94
계양문화회관,41255,2472,4588,2472,4588,0,235
계양산성박물관,41285,1303,1823,1303,1823,0,104
계양산성박물관,41286,910,1879,910,1879,0,92
계양산장미원 입구(계산동자연풀장),41186,1164,1345,1164,1345,0,83
계양산장미원 입구(계산동자연풀장),41189,782,1204,782,1204,0,66
계양산전통시장,41297,699,4860,697,4860,2,185
계양산전통시장,41298,4525,1514,4517,1514,8,201
계양산전통시장,41306,15774,16393,15765,16393,9,1072
계양산지구대,41281,874,1299,874,1299,0,72
계양산지구대,41282,1129,1313,1129,1313,0,81
계양새마을금고,41094,1428,1584,1426,1584,2,100
계양새마을금고,41097,1724,2237,1713,2237,11,132
계양세무서,41054,1403,1235,1403,1235,0,87
계양세무서,41058,880,1491,880,1491,0,79
계양센트레빌1단지,41550,4235,4845,4235,4845,0,302
계양센트레빌1단지,41627,1749,1005,1749,1005,0,91
계양센트레빌1단지,41628,86,874,86,874,0,32
계양센트레빌1단지(111동앞),41551,5589,4524,5589,4524,0,337
계양센트레빌2단지,41625,237,952,237,952,0,39
계양여성회관,41404,4198,4245,4198,4245,0,281
계양역,41357,195802,81742,195798,81742,4,9251
계양역,41358,63919,146007,63901,146007,18,6997
계양역(귤현역방면),41659,6886,339,6886,339,0,240
계양임광그대가아파트,41118,3866,282,3863,282,3,138
계양종합사회복지관,41120,421,877,421,877,0,43
계양종합사회복지관,41121,1046,565,1046,565,0,53
계양중학교,41340,2454,792,2454,792,0,108
계양중학교,41341,1517,6323,1517,6323,0,261
계양체육관(벨로드롬경기장),41666,419,1394,415,1394,4,60
계양체육관(아시아드양궁장),41454,529,946,529,946,0,49
계양체육관(아시아드양궁장),41455,2392,902,2392,902,0,109
계양체육관(아시아드양궁장),41567,3402,1094,3402,1094,0,149
계양체육관(아시아드양궁장),41568,1214,5355,1214,5355,0,218
계양체육관(효성해링턴플레이스),41440,3963,1309,3963,1309,0,175
계양체육관.대동아파트,41173,61,1669,61,1669,0,57
계양효성해링턴플레이스,41669,98,1497,98,1497,0,53
고구1리입구,90006,71,7,66,7,5,2
고구1리입구,90007,3,66,3,66,0,2
고구2리마을회관입구,90014,1,119,1,119,0,4
고구2리마을회관입구,90015,87,2,87,2,0,2
고구저수지,90008,0,23,0,23,0,0
고구저수지,90009,16,0,16,0,0,0
고구촌,90012,1,71,1,71,0,2
고구촌,90013,77,0,77,0,0,2
고능2리 종점,90372,8,7,5,7,3,0
고능2리능촌마을회관,90371,0,3,0,3,0,0
고능리공소,90208,84,87,81,87,3,5
고능리입구,43291,1,59,1,59,0,2
고능리입구,43534,67,0,65,0,2,2
고다니마을9단지,80362,82,107,82,107,0,6
고려산업,39486,708,1046,708,1046,0,58
고려양행,39111,1531,1536,1531,1536,0,102
고려저수지입구,43249,27,69,27,69,0,3
고려저수지입구,43486,49,22,49,22,0,2
고비고개정상,43569,3,0,3,0,0,0
고비고개정상,43844,0,14,0,14,0,0
고산마을입구,90016,4,64,3,64,1,2
고산마을입구,90017,13,1,13,1,0,0
고산촌,43544,181,64,177,64,4,8
고산촌,43779,81,159,78,159,3,8
고상골,43269,1,40,1,40,0,1
고상골,43382,34,6,34,6,0,1
고상골입구,43266,97,7,95,7,2,3
고상골입구,43552,8,66,8,66,0,2
고속터미널,31017,14089,335,14089,335,0,480
고속터미널,31018,708,20513,708,20513,0,707
고시기(가재골),43770,5,0,5,0,0,0
고시기(가재골),90126,0,4,0,4,0,0
고염나무골,35473,27,202,25,202,2,7
고염나무골,35474,207,9,206,9,1,7
고인돌입구,43550,0,11,0,11,0,0
고인돌체육관앞,90045,38,328,36,328,2,12
고인돌체육관앞,90046,429,52,423,52,6,16
고잔고등학교,39691,277,2365,277,2365,0,88
고잔마을,43284,65,1,63,1,2,2
고잔마을,43532,0,37,0,37,0,1
고창마을.KCC,80328,314,188,314,188,0,16
고창촌,43076,44,113,43,113,1,5
고창촌입구,43166,10,5,10,5,0,0
고창촌입구,43345,1,43,0,43,1,1
고천3리마을회관,43341,61,3,60,3,1,2
고천3리마을회관,43574,5,67,5,67,0,2
고천5리마을회관,90341,2,1,2,1,0,0
고천5리마을회관,90345,0,9,0,9,0,0
고천교,43339,26,65,26,65,0,3
고천교,43849,100,7,99,7,1,3
고천당,90420,0,13,0,13,0,0
고천당,90421,13,0,13,0,0,0
고촌역,80061,4454,1923,4454,1923,0,212
고촌역,80062,2134,7016,2134,7016,0,305
고합아파트,70036,184,160,184,160,0,11
고향산천,43464,6,10,6,10,0,0
고향산천,43610,21,26,21,26,0,1
곡촌,43427,14,19,14,19,0,1
곡촌,43457,60,20,59,20,1,2
곡촌,43789,57,34,52,34,5,3
곡촌,43816,3,96,2,96,1,3
곤능,43197,8,95,8,95,0,3
곤능,43319,58,5,55,5,3,2
골드클래스,42936,140,632,140,632,0,25
공개마을,90195,16,2,16,2,0,0
공개마을,90196,6,26,6,26,0,1
공구상가,36092,439,1843,439,1843,0,76
공구상가.간동입구,80021,1201,127,1201,127,0,44
공군8547부대앞,35718,40,173,40,173,0,7
공군8547부대앞,35719,3,153,3,153,0,5
공군회관,19255,143,1,143,1,0,4
공군회관,20107,16,259,16,259,0,9
공단공구상가,92048,0,37,0,37,0,1
공단공원앞,42739,118,279,118,279,0,13
공단공원앞,42740,326,93,326,93,0,13
공단본부,42270,235,882,235,882,0,37
공단본부,42756,2634,752,2634,752,0,112
공단본부,42757,715,2455,715,2455,0,105
공단사거리,40599,5167,3466,5158,3466,9,287
공단사거리,40600,2372,3308,2372,3308,0,189
공단사거리,42995,4,998,4,998,0,33
공단사거리,42996,1682,10,1682,10,0,56
공단사거리,89069,33,332,33,332,0,12
공단사거리,89070,293,681,293,681,0,32
공단소방서,39062,1442,3740,1442,3740,0,172
공단시장,37426,2757,5071,2757,5071,0,260
공단시장,37427,6806,3667,6806,3667,0,349
공단오거리,40565,2495,741,2492,741,3,107
공단오거리,40566,536,2941,536,2941,0,115
공단유통상가,42940,24,1165,24,1165,0,39
공단유통상가,42941,1061,32,1061,32,0,36
공단자동차,42022,1860,2078,1860,2078,0,131
공단치안센터,37444,1676,929,1676,929,0,86
공단치안센터,37445,408,1502,408,1502,0,63
공단회관,39119,1478,3773,1478,3773,0,175
공단회관,39123,3009,1313,3009,1313,0,144
공덕오거리,14149,485,52,485,52,0,17
공설운동장,43091,16,566,16,566,0,19
공설운동장,43092,186,103,184,103,2,9
공수부대입구,92069,72,44,72,44,0,3
공숙입구,43290,117,128,115,128,2,8
공숙입구,43490,103,160,101,160,2,8
공영산업,89148,8,997,8,997,0,33
공작아파트,39479,2074,3420,2069,3420,5,183
공작아파트,39480,3014,4982,3013,4982,1,266
공장단지입구,42555,243,68,243,68,0,10
공촌마을,42323,4835,3434,4830,3434,5,275
공촌마을,42598,2871,4096,2870,4096,1,232
공촌사거리,42324,18732,11938,18732,11938,0,1022
공촌사거리,42330,17979,17774,17977,17774,2,1191
공촌사거리,42331,876,674,876,674,0,51
공촌사거리(한국아파트),42322,3911,4879,3911,4879,0,293
공촌유수지체육공원,89478,209,1438,209,1438,0,54
공촌유수지체육공원,89479,542,194,542,194,0,24
공촌정수장,42340,116,110,116,110,0,7
공촌정수장,42341,76,244,76,244,0,10
공촌천,89539,91,97,91,97,0,6
공항고등학교,35116,2309,785,2309,785,0,103
공항교회앞,35123,1836,2504,1836,2504,0,144
공항신도시(메디컬사거리),35258,946,1986,946,1986,0,97
공항중학교,16307,54,11,54,11,0,2
공항중학교,35117,1086,1219,1086,1219,0,76
공항중학교.마곡엠밸리9단지,16308,10,112,10,112,0,4
공항초등학교,35087,296,388,296,388,0,22
관곡마을,90104,0,12,0,12,0,0
관곡마을,90105,35,0,35,0,0,1
관광밸트입구,43874,0,4,0,4,0,0
관광밸트입구,43875,2,0,2,0,0,0
관교노인복지관·승학초등학교,37679,1522,1397,1522,1397,0,97
관교여자중학교,37226,8714,8225,8708,8225,6,564
관교여자중학교,37229,2653,2513,2653,2513,0,172
관교여자중학교,37231,2971,3038,2968,3038,3,200
관교중학교,37200,414,1023,414,1023,0,47
관교중학교(약수터),37202,4373,6085,4363,6085,10,348
관교중학교(약수터),37203,9937,6383,9926,6383,11,544
관리공단본부,42720,605,86,605,86,0,23
관창마을,35252,1709,1002,1709,1002,0,90
관창마을,35253,1756,2222,1756,2222,0,132
광명아파트,37434,13823,6702,13823,6702,0,684
광명아파트,39348,6711,13306,6711,13306,0,667
광명아파트,39835,10,886,10,886,0,29
광명아파트,40590,2488,994,2488,994,0,116
광명아파트,40817,8067,1892,8063,1892,4,331
광명아파트,41096,736,2064,736,2064,0,93
광명아파트,41098,2166,955,2166,955,0,104
광명아파트,41108,13908,20568,13908,20568,0,1149
광명아파트,41448,2856,8474,2855,8474,1,377
광명역IC출입(미정차),53042,4,0,4,0,0,0
광명항,35708,54,1,53,1,1,1
광명항,35714,1640,1197,1640,1197,0,94
광명항(샘꾸미),35730,180,152,179,152,1,11
광성보,43674,89,122,88,122,1,7
광성오리,43128,4,3,4,3,0,0
광성오리,43862,4,28,4,28,0,1
광일아파트,40855,3777,1190,3777,1190,0,165
광일아파트,40874,2289,3854,2289,3854,0,204
교대역,31013,21297,19356,21297,19356,0,1355
교대입구,41141,1854,3320,1854,3320,0,172
교대입구,41142,3819,1931,3819,1931,0,191
교대후문,41362,1172,462,1172,462,0,54
교대후문,41363,326,2286,326,2286,0,87
교동중고후문,90024,5,80,5,80,0,2
교동중고후문,90025,168,9,165,9,3,5
교보생명,37357,30075,110728,30075,110728,0,4693
교산교회,43496,28,18,28,18,0,1
교산교회,43719,7,20,7,20,0,0
교산리입구,43694,15,22,13,22,2,1
교산리입구,43748,44,40,36,40,8,2
교산상회앞,43494,4,9,4,9,0,0
교산상회앞,43715,3,3,3,3,0,0
교육개발원입구,31005,660,10,660,10,0,22
교통방송사거리,37538,1019,2586,1017,2586,2,120
교통방송사거리,37539,458,1245,458,1245,0,56
교통연수원,41191,877,2846,877,2846,0,124
교통연수원,41192,3098,1537,3098,1537,0,154
교회앞,43216,20,8,20,8,0,0
교회앞,43309,13,25,13,25,0,1
교회앞,43430,6,6,6,6,0,0
교회앞,43818,18,35,16,35,2,1
교회앞,90338,4,16,4,16,0,0
교회앞,90348,16,0,16,0,0,0
구검문소,43196,2,59,2,59,0,2
구검문소,43622,94,2,92,2,2,3
구능재,90193,18,1,13,1,5,0
구능재,90194,4,14,3,14,1,0
구도일주유소,40902,64,1204,64,1204,0,42
구두물입구,35219,258,284,258,284,0,18
구래리,80006,643,1923,642,1923,1,85
구래리,80007,2067,640,2067,640,0,90
구래역,80337,10408,21363,10408,21363,0,1059
구래역,80338,24568,10867,24540,10867,28,1181
구렁목,43950,171,12,168,12,3,6
구렁목,43951,26,106,26,106,0,4
구름다리,35735,8,164,8,164,0,5
구름다리,35736,26,21,26,21,0,1
구반포역.세화고등학교,31031,1280,31,1280,31,0,43
구봉도입구,62035,30,262,30,262,0,9
구봉도입구,62037,264,10,264,10,0,9
구북성초교,43506,10,13,10,13,0,0
구북성초교,43656,7,12,7,12,0,0
구산사거리,40233,787,451,787,451,0,41
구산사거리,40842,389,19987,385,19987,4,679
구산사거리,40843,5877,8915,5871,8915,6,493
구산중학교,40518,1071,801,1071,801,0,62
구선택초교,43239,17,9,17,9,0,0
구선택초교,43896,8,10,8,10,0,0
구월1동행정복지센터,39967,930,5,930,5,0,31
구월1동행정복지센터,39981,0,372,0,372,0,12
구월2동행정복지센터,39586,3202,404,3202,404,0,120
구월2동행정복지센터,39607,360,2495,360,2495,0,95
구월도매전통시장,39192,23240,16819,23194,16819,46,1335
구월도매전통시장,39193,24460,34757,24456,34757,4,1973
구월동로데오거리,39195,4742,1066,4741,1066,1,193
구월동우체국,39211,3984,12224,3984,12224,0,540
구월동팬더아파트,39237,8104,8128,8099,8128,5,541
구월동팬더아파트,39238,9493,6659,9482,6659,11,538
구월서초등학교,39204,7995,6508,7995,6508,0,483
구월서초등학교,39205,5689,5540,5689,5540,0,374
구월아시아드1단지,39912,469,1,469,1,0,15
구월아시아드1단지,39913,1,104,1,104,0,3
구월아시아드5단지정문,39883,2928,4529,2920,4529,8,248
구월아시아드5단지후문,39881,2776,3863,2772,3863,4,221
구월아시아드6단지,39885,25196,8110,25196,8110,0,1110
구월아시아드6단지,39886,8029,19065,8028,19065,1,903
구월아시아드7단지,39892,3075,4170,3072,4170,3,241
구월아시아드8단지,39891,5589,2253,5585,2253,4,261
구월아시아드8단지,39948,60,497,59,497,1,18
구월아시아드8단지,39949,67,201,67,201,0,8
구월아시아드선수촌센트럴자이,39884,3835,2771,3832,2771,3,220
구월아시아드선수촌아파트,39202,932,801,932,801,0,57
구월아시아드선수촌아파트,39203,957,2173,957,2173,0,104
구월아시아드은빛호수공원,39914,8957,6604,8955,6604,2,518
구월아시아드은빛호수공원,39915,7896,6911,7893,6911,3,493
구월우체국,39213,8839,7775,8839,7775,0,553
구월중학교,39281,30324,19732,30298,19732,26,1668
구월중학교,39286,21109,31414,21093,31414,16,1750
구월체육공원,39384,3434,5055,3432,5055,2,282
구월초등학교,39832,1514,3174,1501,3174,13,156
구월초등학교,39833,2891,1905,2882,1905,9,159
구월한내들퍼스티지,39882,4708,2203,4707,2203,1,230
구장수파출소,39375,831,657,831,657,0,49
구재이,43282,46,11,44,11,2,1
구재이,43551,5,12,5,12,0,0
구정슈퍼앞,35498,6,74,6,74,0,2
구정슈퍼앞,35587,98,6,98,6,0,3
구정정미소,90284,2,13,2,13,0,0
구정정미소,90306,24,41,24,41,0,2
구하1리입구,43259,0,51,0,51,0,1
구하1리입구,43562,115,2,108,2,7,3
구하2리마을회관,43254,78,6,78,6,0,2
구하2리마을회관,43256,82,1,81,1,1,2
구하2리마을회관,43373,1,52,1,52,0,1
구하2리마을회관,43559,0,64,0,64,0,2
국궁장앞,70151,58,284,58,284,0,11
국립생물자원관,89111,168,714,168,714,0,29
국립생물자원관입구,42741,471,608,471,608,0,35
국립인천공항검역소,35430,21,189,21,189,0,7
국립인천공항검역소,35431,39,132,39,132,0,5
국민건강보험 인천부평지사,40620,1173,4066,1171,4066,2,174
국민건강보험 인천부평지사,40621,3834,1527,3824,1527,10,178
국민건강보험남부지사,37274,13034,12059,13029,12059,5,836
국민은행,38148,2175,5627,2175,5627,0,260
국민은행,38149,6010,2443,6010,2443,0,281
국민은행연수중앙지점,38129,3789,2921,3789,2921,0,223
국민은행연수중앙지점,38571,1577,2695,1577,2695,0,142
국제금융단지,89292,9244,5679,9244,5679,0,497
국제금융단지,89293,2891,7425,2891,7425,0,343
국제성모병원,89030,450,2472,448,2472,2,97
국제성모병원,89031,2969,1050,2969,1050,0,133
국제성모병원(종점),89369,7,108,7,108,0,3
국제업무단지(공항청사),35026,14395,3926,14395,3926,0,610
국제업무지구역,38528,3219,6051,3219,6051,0,309
국제업무지구역5번출구,38619,5326,3660,5326,3660,0,299
국제이노베이션,37573,2,1597,2,1597,0,53
국제콘크리트,90050,100,25,100,25,0,4
국제콘크리트,90051,19,150,19,150,0,5
국제학교,38457,2765,1073,2765,1073,0,127
국제학교,38462,1472,2552,1472,2552,0,134
국촌,43251,47,1,47,1,0,1
국촌,43371,1,38,1,38,0,1
국화리야영장앞,43353,34,0,32,0,2,1
국화리야영장앞,43843,1,53,1,53,0,1
국화맨션,43359,0,13,0,13,0,0
국화맨션,43566,40,3,40,3,0,1
국회연수원입구,43919,0,1,0,1,0,0
국회연수원입구,43920,0,35,0,35,0,1
군인아파트,43046,120,63,119,63,1,6
군인아파트,43047,53,70,53,70,0,4
굴다리,37142,8852,99,8852,99,0,298
굴다리오거리,40231,16166,8242,16164,8242,2,813
굴다리오거리,40232,15334,21757,15308,21757,26,1236
굴다리입구,37152,7765,4024,7760,4024,5,392
굴포천,40506,2457,2775,2457,2775,0,174
굴포천,40509,3014,3650,3014,3650,0,222
굴포천역(롯데마트),40814,40304,23572,40304,23572,0,2129
굴포천역(롯데마트),40815,17860,21057,17860,21057,0,1297
